"","Region","Province","CityProvince","Barangay","Population","HouseholdPopulation","Nhouseholds","Area","n","BrgyArea","Density"
"14850","REGION IV-A – CALABARZON","QUEZON","MAUBAN","Sadsaran (Pob.)",4435,4435,1015,16576.26,4018,4.12550024888004,1075.0211446973
"14870","REGION IV-A – CALABARZON","QUEZON","MAUBAN","Lual Rural",4346,4346,1062,16576.26,4018,4.12550024888004,1053.44800334937
"14848","REGION IV-A – CALABARZON","QUEZON","MAUBAN","Daungan (Pob.)",4207,4201,966,16576.26,4018,4.12550024888004,1019.75511967114
"36833","REGION XI - DAVAO ","COMPOSTELA VALLEY","MAWAB","Poblacion",10524,10524,2312,20433.38,1163,17.5695442820292,598.991062663152
"36827","REGION XI - DAVAO ","COMPOSTELA VALLEY","MAWAB","Andili",4886,4886,1110,20433.38,1163,17.5695442820292,278.094862426089
"36832","REGION XI - DAVAO ","COMPOSTELA VALLEY","MAWAB","Nuevo Iloco",4543,4543,1048,20433.38,1163,17.5695442820292,258.572443717094
"36830","REGION XI - DAVAO ","COMPOSTELA VALLEY","MAWAB","Malinawon",2810,2810,633,20433.38,1163,17.5695442820292,159.935850064943
"36837","REGION XI - DAVAO ","COMPOSTELA VALLEY","MAWAB","Tuboran",2766,2766,634,20433.38,1163,17.5695442820292,157.43151646962
"10893","REGION III - CENTRAL LUZON","TARLAC","MAYANTOC","Poblacion Norte",3296,3296,675,21906.19,3102,7.06195680206318,466.726162787778
"10894","REGION III - CENTRAL LUZON","TARLAC","MAYANTOC","Poblacion Sur",3127,3127,721,21906.19,3102,7.06195680206318,442.795118639983
"10887","REGION III - CENTRAL LUZON","TARLAC","MAYANTOC","Mamonit",2593,2593,616,21906.19,3102,7.06195680206318,367.178683285409
"10892","REGION III - CENTRAL LUZON","TARLAC","MAYANTOC","Pitombayog",1954,1954,470,21906.19,3102,7.06195680206318,276.693847720667
"10891","REGION III - CENTRAL LUZON","TARLAC","MAYANTOC","Pedro L. Quines",1889,1889,464,21906.19,3102,7.06195680206318,267.489599971515
"27948","REGION VIII - EASTERN VISAYAS","EASTERN SAMAR","MAYDOLONG","Maybocog",1728,1728,410,23234.78,4390,5.29266059225512,326.489857016077
"27955","REGION VIII - EASTERN VISAYAS","EASTERN SAMAR","MAYDOLONG","Barangay Poblacion 4",1496,1482,345,23234.78,4390,5.29266059225512,282.655570657437
"27954","REGION VIII - EASTERN VISAYAS","EASTERN SAMAR","MAYDOLONG","Barangay Poblacion 3",1114,1114,232,23234.78,4390,5.29266059225512,210.480150877262
"27950","REGION VIII - EASTERN VISAYAS","EASTERN SAMAR","MAYDOLONG","Omawas",1066,1066,252,23234.78,4390,5.29266059225512,201.410988182371
"27941","REGION VIII - EASTERN VISAYAS","EASTERN SAMAR","MAYDOLONG","Camada",1022,1019,197,23234.78,4390,5.29266059225512,193.097589045388
"29213","REGION VIII - EASTERN VISAYAS","LEYTE","MAYORGA","San Roque",2192,2192,556,23234.78,4390,5.29266059225512,414.158429733357
"29216","REGION VIII - EASTERN VISAYAS","LEYTE","MAYORGA","Union",2097,2087,491,23234.78,4390,5.29266059225512,396.209045233052
"29211","REGION VIII - EASTERN VISAYAS","LEYTE","MAYORGA","Poblacion Zone 2",1287,1287,328,23234.78,4390,5.29266059225512,243.166924756766
"29210","REGION VIII - EASTERN VISAYAS","LEYTE","MAYORGA","Poblacion Zone 1",1254,1254,331,23234.78,4390,5.29266059225512,236.931875404028
"29208","REGION VIII - EASTERN VISAYAS","LEYTE","MAYORGA","Liberty",1144,1144,312,23234.78,4390,5.29266059225512,216.148377561569
"2361","CORDILLERA ADMINISTRATIVE REGION","IFUGAO","MAYOYAO","Balangbang",1300,1300,339,19818.12,1176,16.8521428571429,77.1415250286102
"2367","CORDILLERA ADMINISTRATIVE REGION","IFUGAO","MAYOYAO","Chumang",1265,1265,215,19818.12,1176,16.8521428571429,75.0646378163015
"2366","CORDILLERA ADMINISTRATIVE REGION","IFUGAO","MAYOYAO","Chaya",1140,1140,277,19818.12,1176,16.8521428571429,67.6471834866274
"2380","CORDILLERA ADMINISTRATIVE REGION","IFUGAO","MAYOYAO","Poblacion",1035,1034,244,19818.12,1176,16.8521428571429,61.4165218497012
"2383","CORDILLERA ADMINISTRATIVE REGION","IFUGAO","MAYOYAO","Bato-Alatbang",909,909,214,19818.12,1176,16.8521428571429,53.9397278853897
"25744","REGION VII - CENTRAL VISAYAS","CEBU","MEDELLIN","Kawit",7626,7626,1775,10452.01,2446,4.27310302534751,1784.65156462728
"25748","REGION VII - CENTRAL VISAYAS","CEBU","MEDELLIN","Poblacion",5500,5432,1238,10452.01,2446,4.27310302534751,1287.12085043929
"25735","REGION VII - CENTRAL VISAYAS","CEBU","MEDELLIN","Antipolo",4981,4969,1164,10452.01,2446,4.27310302534751,1165.66344655239
"25737","REGION VII - CENTRAL VISAYAS","CEBU","MEDELLIN","Daanlungsod",3782,3782,846,10452.01,2446,4.27310302534751,885.07110115662
"25749","REGION VII - CENTRAL VISAYAS","CEBU","MEDELLIN","Tindog",3393,3388,887,10452.01,2446,4.27310302534751,794.036553734641
"35778","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","MEDINA","North Poblacion",4729,4688,1094,20458.51,2022,10.1179574678536,467.386823380588
"35775","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","MEDINA","Maanas",4316,4316,1015,20458.51,2022,10.1179574678536,426.568308249232
"35785","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","MEDINA","South Poblacion",3471,3470,670,20458.51,2022,10.1179574678536,343.053428622124
"35771","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","MEDINA","Cabug",3380,3323,703,20458.51,2022,10.1179574678536,334.059518508435
"35787","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","MEDINA","Tup-on",1980,1980,421,20458.51,2022,10.1179574678536,195.691670605533
"13209","REGION IV-A – CALABARZON","CAVITE","MENDEZ (MENDEZ-NUÑEZ)","Galicia III",3653,3650,885,16576.26,4018,4.12550024888004,885.468374651459
"13190","REGION IV-A – CALABARZON","CAVITE","MENDEZ (MENDEZ-NUÑEZ)","Asis I",3041,3039,708,16576.26,4018,4.12550024888004,737.122728528631
"13191","REGION IV-A – CALABARZON","CAVITE","MENDEZ (MENDEZ-NUÑEZ)","Galicia I",1812,1812,391,16576.26,4018,4.12550024888004,439.219462049944
"13193","REGION IV-A – CALABARZON","CAVITE","MENDEZ (MENDEZ-NUÑEZ)","Panungyan I",1758,1700,384,16576.26,4018,4.12550024888004,426.130140333224
"13208","REGION IV-A – CALABARZON","CAVITE","MENDEZ (MENDEZ-NUÑEZ)","Galicia II",1740,1740,407,16576.26,4018,4.12550024888004,421.767033094317
"17949","REGION V - BICOL","CAMARINES NORTE","MERCEDES","San Roque",7448,7448,1549,18114.47,3471,5.21880437914146,1427.14680584086
"17944","REGION V - BICOL","CAMARINES NORTE","MERCEDES","Manguisoc",4332,4332,907,18114.47,3471,5.21880437914146,830.075182989069
"17927","REGION V - BICOL","CAMARINES NORTE","MERCEDES","Barangay II (Pob.)",3143,3143,674,18114.47,3471,5.21880437914146,602.245221637729
"17947","REGION V - BICOL","CAMARINES NORTE","MERCEDES","Pambuhan",2998,2978,670,18114.47,3471,5.21880437914146,574.461080009517
"17928","REGION V - BICOL","CAMARINES NORTE","MERCEDES","Barangay III (Pob.)",2756,2756,644,18114.47,3471,5.21880437914146,528.09030570588
"29234","REGION VIII - EASTERN VISAYAS","LEYTE","MERIDA","Puerto Bello",4102,4097,1077,23234.78,4390,5.29266059225512,775.035528634229
"29233","REGION VIII - EASTERN VISAYAS","LEYTE","MERIDA","Poblacion",3990,3983,1070,23234.78,4390,5.29266059225512,753.874149012816
"29226","REGION VIII - EASTERN VISAYAS","LEYTE","MERIDA","Lamanoc",2285,2279,571,23234.78,4390,5.29266059225512,431.729932454708
"29227","REGION VIII - EASTERN VISAYAS","LEYTE","MERIDA","Libas",2204,2204,564,23234.78,4390,5.29266059225512,416.425720407079
"29225","REGION VIII - EASTERN VISAYAS","LEYTE","MERIDA","Casilda",2074,2035,524,23234.78,4390,5.29266059225512,391.863404775083
"10474","REGION III - CENTRAL LUZON","PAMPANGA","MEXICO","Pandacaqui",28524,28524,6243,21906.19,3102,7.06195680206318,4039.10711995103
"10496","REGION III - CENTRAL LUZON","PAMPANGA","MEXICO","Sapang Maisac",6695,6695,1532,21906.19,3102,7.06195680206318,948.037518162675
"10481","REGION III - CENTRAL LUZON","PAMPANGA","MEXICO","San Jose Malino",6294,6294,1245,21906.19,3102,7.06195680206318,891.254389740982
"10482","REGION III - CENTRAL LUZON","PAMPANGA","MEXICO","San Jose Matulid",5808,5783,1061,21906.19,3102,7.06195680206318,822.434937339629
"10479","REGION III - CENTRAL LUZON","PAMPANGA","MEXICO","San Antonio",5544,5544,1425,21906.19,3102,7.06195680206318,785.051531096918
"23095","REGION VI - WESTERN VISAYAS","ILOILO","MIAGAO","Baybay Norte (Pob.)",2932,2932,577,12773.46,3389,3.76909412806137,777.905751456536
"23155","REGION VI - WESTERN VISAYAS","ILOILO","MIAGAO","Mat-y (Pob.)",2346,1989,406,12773.46,3389,3.76909412806137,622.430727461471
"23167","REGION VI - WESTERN VISAYAS","ILOILO","MIAGAO","Palaca",2142,2142,432,12773.46,3389,3.76909412806137,568.306316377865
"23116","REGION VI - WESTERN VISAYAS","ILOILO","MIAGAO","Dalije",1809,1809,369,12773.46,3389,3.76909412806137,479.956174756096
"23141","REGION VI - WESTERN VISAYAS","ILOILO","MIAGAO","Kirayan Norte",1727,1727,345,12773.46,3389,3.76909412806137,458.200284026411
"33019","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","MIDSALIP","Poblacion B",2351,2351,511,16904.03,1904,8.87816701680672,264.80691290775
"33006","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","MIDSALIP","Buloron",1993,1993,360,16904.03,1904,8.87816701680672,224.483274106825
"33018","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","MIDSALIP","Poblacion A",1755,1718,382,16904.03,1904,8.87816701680672,197.67593881459
"33020","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","MIDSALIP","Sigapod",1595,1595,347,16904.03,1904,8.87816701680672,179.654200803004
"33012","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","MIDSALIP","Lumpunid",1510,1510,363,16904.03,1904,8.87816701680672,170.080152484348
"37355","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","MIDSAYAP","Sadaan",6253,6237,1587,22786.08,1195,19.0678493723849,327.93420368927
"37352","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","MIDSAYAP","Barangay Poblacion 8",5893,5885,1437,22786.08,1195,19.0678493723849,309.054255931692
"37335","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","MIDSAYAP","Macasendeg",5539,5539,969,22786.08,1195,19.0678493723849,290.488973970073
"37324","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","MIDSAYAP","Kadigasan",4816,4816,779,22786.08,1195,19.0678493723849,252.571745556937
"37366","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","MIDSAYAP","Villarica",4807,4796,1162,22786.08,1195,19.0678493723849,252.099746862997
"19721","REGION V - BICOL","MASBATE ","MILAGROS","Bangad",4269,4209,951,18114.47,3471,5.21880437914146,818.003452488535
"19738","REGION V - BICOL","MASBATE ","MILAGROS","Poblacion West",4106,4106,808,18114.47,3471,5.21880437914146,786.770245003028
"19729","REGION V - BICOL","MASBATE ","MILAGROS","Jamorawon",3927,3927,794,18114.47,3471,5.21880437914146,752.471201199925
"19739","REGION V - BICOL","MASBATE ","MILAGROS","Paraiso (Potot)",3832,3832,729,18114.47,3471,5.21880437914146,734.267798064199
"19720","REGION V - BICOL","MASBATE ","MILAGROS","Bacolod",3631,3575,610,18114.47,3471,5.21880437914146,695.753229324402
"18654","REGION V - BICOL","CAMARINES SUR","MILAOR","San Antonio",3372,3342,798,18114.47,3471,5.21880437914146,646.12500393332
"18646","REGION V - BICOL","CAMARINES SUR","MILAOR","Capucnasan",3123,3123,652,18114.47,3471,5.21880437914146,598.412926240735
"18648","REGION V - BICOL","CAMARINES SUR","MILAOR","Del Rosario (Pob.)",2556,2556,473,18114.47,3471,5.21880437914146,489.767351735933
"18655","REGION V - BICOL","CAMARINES SUR","MILAOR","San Jose (Pob.)",2239,2239,421,18114.47,3471,5.21880437914146,429.025469693565
"18645","REGION V - BICOL","CAMARINES SUR","MILAOR","Cabugao",1899,1899,370,18114.47,3471,5.21880437914146,363.876447944654
"23205","REGION VI - WESTERN VISAYAS","ILOILO","MINA","Cabalabaguan",2062,2062,434,12773.46,3389,3.76909412806137,547.081057129392
"23219","REGION VI - WESTERN VISAYAS","ILOILO","MINA","Tolarucan",1902,1902,405,12773.46,3389,3.76909412806137,504.630538632446
"23203","REGION VI - WESTERN VISAYAS","ILOILO","MINA","Badiangan",1816,1816,388,12773.46,3389,3.76909412806137,481.813384940337
"23202","REGION VI - WESTERN VISAYAS","ILOILO","MINA","Amiroy",1723,1723,371,12773.46,3389,3.76909412806137,457.139021063987
"23201","REGION VI - WESTERN VISAYAS","ILOILO","MINA","Agmanaphao",1535,1535,328,12773.46,3389,3.76909412806137,407.259661830076
"18661","REGION V - BICOL","CAMARINES SUR","MINALABAC","Antipolo",6529,6529,1320,18114.47,3471,5.21880437914146,1251.05283234895
"18670","REGION V - BICOL","CAMARINES SUR","MINALABAC","Hobo",4061,4061,778,18114.47,3471,5.21880437914146,778.14758035979
"18665","REGION V - BICOL","CAMARINES SUR","MINALABAC","Baliuag Viejo",3421,3421,672,18114.47,3471,5.21880437914146,655.514127655957
"18675","REGION V - BICOL","CAMARINES SUR","MINALABAC","Mataoroc",3218,3218,626,18114.47,3471,5.21880437914146,616.61632937646
"18684","REGION V - BICOL","CAMARINES SUR","MINALABAC","Tariric",3000,3000,616,18114.47,3471,5.21880437914146,574.844309549217
"10509","REGION III - CENTRAL LUZON","PAMPANGA","MINALIN","Santa Maria",6159,6159,1212,21906.19,3102,7.06195680206318,872.137875185051
"10501","REGION III - CENTRAL LUZON","PAMPANGA","MINALIN","Lourdes",6088,6088,1205,21906.19,3102,7.06195680206318,862.084004566746
"10511","REGION III - CENTRAL LUZON","PAMPANGA","MINALIN","Santo Domingo",5689,5689,1292,21906.19,3102,7.06195680206318,805.584083768104
"10505","REGION III - CENTRAL LUZON","PAMPANGA","MINALIN","San Isidro",4748,4748,1044,21906.19,3102,7.06195680206318,672.334897122685
"10510","REGION III - CENTRAL LUZON","PAMPANGA","MINALIN","Santa Rita",4530,4530,908,21906.19,3102,7.06195680206318,641.465266210144
"25769","REGION VII - CENTRAL VISAYAS","CEBU","MINGLANILLA","Tunghaan",14187,14124,3299,10452.01,2446,4.27310302534751,3320.06972821496
"25772","REGION VII - CENTRAL VISAYAS","CEBU","MINGLANILLA","Tungkil",13109,13050,3095,10452.01,2446,4.27310302534751,3067.79404152885
"25760","REGION VII - CENTRAL VISAYAS","CEBU","MINGLANILLA","Linao",12943,12928,3054,10452.01,2446,4.27310302534751,3028.94639404287
"25762","REGION VII - CENTRAL VISAYAS","CEBU","MINGLANILLA","Pakigne",12644,12619,2879,10452.01,2446,4.27310302534751,2958.97382417353
"25755","REGION VII - CENTRAL VISAYAS","CEBU","MINGLANILLA","Calajo-an",11583,11560,2807,10452.01,2446,4.27310302534751,2710.67651102515
"25776","REGION VII - CENTRAL VISAYAS","CEBU","MOALBOAL","Basdiot",5949,5949,1326,10452.01,2446,4.27310302534751,1392.1967162297
"25783","REGION VII - CENTRAL VISAYAS","CEBU","MOALBOAL","Poblacion West",3240,3240,711,10452.01,2446,4.27310302534751,758.231191895147
"25784","REGION VII - CENTRAL VISAYAS","CEBU","MOALBOAL","Saavedra",2881,2881,667,10452.01,2446,4.27310302534751,674.217303657383
"25782","REGION VII - CENTRAL VISAYAS","CEBU","MOALBOAL","Poblacion East",2521,2521,637,10452.01,2446,4.27310302534751,589.969393446811
"25787","REGION VII - CENTRAL VISAYAS","CEBU","MOALBOAL","Tunga",2413,2413,573,10452.01,2446,4.27310302534751,564.695020383639
"19764","REGION V - BICOL","MASBATE ","MOBO","Pinamarbuhan",3511,3509,666,18114.47,3471,5.21880437914146,672.759456942433
"19761","REGION V - BICOL","MASBATE ","MOBO","Marintoc",2715,2715,563,18114.47,3471,5.21880437914146,520.234100142041
"19748","REGION V - BICOL","MASBATE ","MOBO","Bagacay",2638,2638,515,18114.47,3471,5.21880437914146,505.479762863611
"19774","REGION V - BICOL","MASBATE ","MOBO","Umabay Exterior",2513,2513,519,18114.47,3471,5.21880437914146,481.527916632394
"19771","REGION V - BICOL","MASBATE ","MOBO","Tabuc",2326,2321,495,18114.47,3471,5.21880437914146,445.695954670493
"15682","MIMAROPA REGION","MARINDUQUE ","MOGPOG","Balanacan",3258,3255,793,29606.25,1459,20.292152159013,160.554680177327
"15684","MIMAROPA REGION","MARINDUQUE ","MOGPOG","Bintakay",2382,2382,588,29606.25,1459,20.292152159013,117.385281823939
"15695","MIMAROPA REGION","MARINDUQUE ","MOGPOG","Ino",1472,1472,348,29606.25,1459,20.292152159013,72.5403588769263
"15712","MIMAROPA REGION","MARINDUQUE ","MOGPOG","Sayao",1456,1456,358,29606.25,1459,20.292152159013,71.7518767152206
"15698","MIMAROPA REGION","MARINDUQUE ","MOGPOG","Laon",1451,1451,358,29606.25,1459,20.292152159013,71.5054760396876
"26771","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","MOISES PADILLA (MAGALLON)","Quintin Remo",7344,7344,1464,13425.4,1219,11.0134536505332,666.820802359706
"26766","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","MOISES PADILLA (MAGALLON)","Inolingan",5367,5341,1135,13425.4,1219,11.0134536505332,487.313078195063
"26770","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","MOISES PADILLA (MAGALLON)","Odiong",4931,4924,1154,13425.4,1219,11.0134536505332,447.725132956932
"26768","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","MOISES PADILLA (MAGALLON)","Magallon Cadre",4087,4087,831,13425.4,1219,11.0134536505332,371.091587587707
"26765","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","MOISES PADILLA (MAGALLON)","Guinpana-an",4063,4063,887,13425.4,1219,11.0134536505332,368.912434638819
"33047","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","MOLAVE","Culo",6071,6071,1390,16904.03,1904,8.87816701680672,683.812321677139
"33051","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","MOLAVE","Madasigon (Pob.)",5030,4896,987,16904.03,1904,8.87816701680672,566.558388739253
"33053","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","MOLAVE","Maloloy-on (Pob.)",4569,4553,1027,16904.03,1904,8.87816701680672,514.633256093369
"33052","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","MOLAVE","Makuguihon (Pob.)",4283,4238,944,16904.03,1904,8.87816701680672,482.419399397658
"33060","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","MOLAVE","Sudlon",3184,3184,679,16904.03,1904,8.87816701680672,358.632586430573
"10900","REGION III - CENTRAL LUZON","TARLAC","MONCADA","Ablang-Sapang",3720,3720,1014,21906.19,3102,7.06195680206318,526.766178874556
"10915","REGION III - CENTRAL LUZON","TARLAC","MONCADA","Capaoayan",2780,2780,682,21906.19,3102,7.06195680206318,393.658596040663
"10925","REGION III - CENTRAL LUZON","TARLAC","MONCADA","San Julian",2691,2691,634,21906.19,3102,7.06195680206318,381.0558568149
"10907","REGION III - CENTRAL LUZON","TARLAC","MONCADA","Burgos",2359,2359,595,21906.19,3102,7.06195680206318,334.043391388461
"10933","REGION III - CENTRAL LUZON","TARLAC","MONCADA","Tubectubang",2233,2233,488,21906.19,3102,7.06195680206318,316.201311136259
"30163","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","MONDRAGON","Makiwalo",5459,5448,1077,23234.78,4390,5.29266059225512,1031.42831565438
"30151","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","MONDRAGON","Bugko",4313,4313,821,23234.78,4390,5.29266059225512,814.902056313854
"30155","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","MONDRAGON","Chitongco (Pob.)",3671,3671,727,23234.78,4390,5.29266059225512,693.602005269686
"30165","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","MONDRAGON","Nenita",3470,3470,604,23234.78,4390,5.29266059225512,655.62488648483
"30161","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","MONDRAGON","Imelda",3248,3248,666,23234.78,4390,5.29266059225512,613.680009020959
"36850","REGION XI - DAVAO ","COMPOSTELA VALLEY","MONKAYO","Poblacion",19434,19382,3969,20433.38,1163,17.5695442820292,1106.11861571605
"36858","REGION XI - DAVAO ","COMPOSTELA VALLEY","MONKAYO","Mount Diwata",14635,14573,3356,20433.38,1163,17.5695442820292,832.975503807985
"36842","REGION XI - DAVAO ","COMPOSTELA VALLEY","MONKAYO","Casoon",5704,5704,1397,20433.38,1163,17.5695442820292,324.652700630047
"36849","REGION XI - DAVAO ","COMPOSTELA VALLEY","MONKAYO","Pasian (Santa Filomena)",5021,4992,1158,20433.38,1163,17.5695442820292,285.778613229921
"36856","REGION XI - DAVAO ","COMPOSTELA VALLEY","MONKAYO","Upper Ulip",4815,4805,1047,20433.38,1163,17.5695442820292,274.05377867
"19781","REGION V - BICOL","MASBATE ","MONREAL","Poblacion",6293,6292,1310,18114.47,3471,5.21880437914146,1205.83174666441
"19778","REGION V - BICOL","MASBATE ","MONREAL","Macarthur",3607,3607,659,18114.47,3471,5.21880437914146,691.154474848008
"19783","REGION V - BICOL","MASBATE ","MONREAL","Real",3003,3003,577,18114.47,3471,5.21880437914146,575.419153858766
"19782","REGION V - BICOL","MASBATE ","MONREAL","Guinhadap",2527,2527,476,18114.47,3471,5.21880437914146,484.21052341029
"19784","REGION V - BICOL","MASBATE ","MONREAL","Rizal",1844,1844,432,18114.47,3471,5.21880437914146,353.337635602919
"36876","REGION XI - DAVAO ","COMPOSTELA VALLEY","MONTEVISTA","San Jose (Pob.)",9080,9049,2052,20433.38,1163,17.5695442820292,516.803387398463
"36874","REGION XI - DAVAO ","COMPOSTELA VALLEY","MONTEVISTA","New Visayas",3664,3325,746,20433.38,1163,17.5695442820292,208.542688483256
"36869","REGION XI - DAVAO ","COMPOSTELA VALLEY","MONTEVISTA","Linoan",3553,3553,788,20433.38,1163,17.5695442820292,202.224937822328
"36870","REGION XI - DAVAO ","COMPOSTELA VALLEY","MONTEVISTA","Mayaon",3538,3538,836,20433.38,1163,17.5695442820292,201.371187733013
"36875","REGION XI - DAVAO ","COMPOSTELA VALLEY","MONTEVISTA","Prosperidad",2787,2787,693,20433.38,1163,17.5695442820292,158.62676659466
"15520","REGION IV-A – CALABARZON","RIZAL ","MORONG","San Juan (Pob.)",10715,10715,2325,16576.26,4018,4.12550024888004,2597.26078138253
